questions,true_answers,model_answers,scores
"故障现象：某配套FANUC6M的立式加工中心，在加工过程中，机床突然断电，再次开机，无法重新起动机床。
","分析及处理过程经检查，该机床电源输入单元的电源指示（PIL）与报警（ALM）灯同时亮，表明电源模块存在故障。检查电源模块输入熔断器F11、F12正常。对照原理图检查各元器件，发现VS11、NF11、DS11、Q14、Q15、D24、D25均正常，电源模块一次侧无短路，判定故障发生在开关电源的二次侧。
为了迅速判断故障部位，维修时依次取下短接设定端S1、S2、S4、S5，当取下S5后，故障消失，由此判定故障发生在DC24V电源回路。
进一步检查发现，线路中的DC24V电流检测电阻R26不良，引起了24V过电流保护回路动作。更换R26后，机床恢复正常。
维修体会与维修要点：
1）根据个人的维修经验，在FANUC系统中，电源单元故障的原因多发生在电网供电不良的地区。由于加工过程中的外部突然断电或在工厂自发电供电的情况下工作，是引起电源单元故障的主要原因。

2）在一般情况下，电源单元的故障以进线的浪涌吸收器（VS11）的故障居多。当VS11故障，但维修现场无器件时，为了保证机床的正常生产，通常的做法是暂时取消VS11，确保机床的使用，待备件到位后，再予以更换。
3）在电网电压波动大大（特别是自发电的场合），偶然也有整流桥、开关管、续流管损坏的情况。对于以上器件，在无备件时，一般可以直接利用其他同规格的整流桥、开关管、续流管进行替代。在安装尺寸不同时，有时也可以将整流桥安装到电源单元的外部。
4）FANUC不同的系统中，电源模块的型号有所不同，常见的电源单元有如下规格：
€FANUC10系统用电源单元：A16B–1210–0510；
""FANUC11系统用电源单元：A16B–1210–0560；
€FANUC12系统用电源单元：A20B–1000–0770；
$FANUC0系统用电源单元A：A16B–1211–0850；
%FANUC0系统用电源单元B：A16B–1212–0110；

&FANUC0系统用电源单元AI：A16B–1212–010（0

常用）。

以上电源单元的基本组成与工作原理与FANUC6系统相似，不再赘述，发生故障的情况办基本类似，为了便于维修人员参考，附录B中提供了以上常用电源单元的原理框图，可以供维修时参考。","故障现象: 故障现象：某配套FANUC6M的立式加工中心，在加工过程中，机床突然断电，再次开机，无法重新起动机床。
分析过程: 经检查，该机床输人单元的发光二极管PIL不亮，内部无DC24V电压，对照原理图4–2可知，可能的原因为Q1、DS1、C1与F3等元器件不良。逐一检查以上元器件，发现输入单元的F3已经熔断，其他元器件均无故障。更换F3后开机试验，机床随即恢复正常，证明故障是偶然性的过电流引起的。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有VS11、NF11、DS11、Q14、Q15、D24、D25均正常，电源模块一次侧无短路，电源模块二次侧DC24V电源回路的电流检测电阻R26不良。而模型回答中的第三个原因：偶然性的过电流引起提到了过电流，与标准答案中的故障原因是偶然性的过电流引起的有一定关联，因为模型回答虽未提及具体的过电流部件，但也未随便给出一个和标准回答不同的错误过电流部件，而且从故障范围来看，前者的范围包含了后者，由此可知二者存在关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答的第二个原因中提到了输入单元F3熔断，标准问答中是输入单元F1、F2熔断，虽然熔断的具体部件不同，但是二者都提到了是输入单元这一部分发生熔断，从更大范围来说二者的说法具有一定关联性，因此按评分标准，模型回答中还有1个故障原因与标准问答某个故障现象产生的原因有关联，所以需要在基础分上加1分，通过加分运算5+1=6。继续检查，没有发现还有其他能关联的故障原因，所以不再继续加分，最终通过评分标准后检查得分为6分，评分结束，不再往下检查标准，输出得分：6分。
"故障现象：ALM930为系统存储器ROM报警。某配套FANUCOTD的数控车床（二手设备），系统电源接通后，显示器显示ALM930，系统CPU报警灯L1、L2亮，显示页面不能转换。
","分析及处理过程由于本机床为二手旧设备，机床在原使用单位故障后，已经闲置多时，并经过多次维修与转手。根据机床其他部位情况检查，零、部件缺损较多，系统中电源单元的熔断器等部件都已经遗失，电池单元电池己经被取走，因此，估计系统内部元器件亦有缺损。
考虑到系统报警ALM930与系统存储器卡有关，维修时对存储器板进行了检查，发

现系统内部控制程序ROM已经全部被取走。根据系统的主板与存储器板的型号，重新配置系统ROM后，系统显示恢复正常。","原因与解决方法如下：1)存储器电池报警。需要更换电池，并重新输入全部参数。
2)参数中登录了无法指定的ID号。需要清除ID号。3)ROM检查出错。需要更换主板。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有系统内部控制程序ROM已经全部被取走。而模型回答中的第三个原因：ROM检查出错，与标准答案中系统内部控制程序ROM已经全部被取走有关联，因为模型回答虽未提及具体的ROM，但也未随便给出一个和标准回答不同的错误ROM，而且从故障范围来看，前者的范围包含了后者，由此可知二者存在关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答的第二个原因中提到了参数中登录了无法指定的ID号，标准问答中并没有提到，因此按评分标准，模型回答中没有其他故障原因与标准问答某个故障现象产生的原因有关联，所以不需要加分，最终通过评分标准后检查得分为5分，评分结束，不再往下检查标准，输出得分：5分。
"故障现象：一台配套SIEMENS3M系统的进口卧式加工中心，开机时出现CNC电源无法接通的故障。
","分析及处理过程SIEMENS3M系统的外部电源控制要求十分简单，只要CNC的+24V电源输入正常，NC–ON触点短时间接通，在正常情况下即可以起动系统。
测量系统电源模块（6EV3054–3500）的外部电源输入端C1、D1间DC24V正常，但电源模块上的DCSV为0，表明故障是由电源模块引起的。
通过直接短接电源模块上的NC–ON触点（G、H脚）试验，发现系统电源仍然无法接通电源，由此确认故障与外部起动条件无关。
进一步测量检查，发现电源模块上的E、F脚开路，分析原因与内部风机监控有关，直接短接E、F脚试验，系统即可起动。更换风机后，机床恢复正常。",原因：故障引起的外部接通条件不满足。解决方法：维修外部引起故障的元器件。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有电源模块故障，风机故障。而模型回答中的原因：故障引起的外部接通条件不满足，这个原因并未直接提到标准答案中的故障部件，而且从故障范围来看，模型回答中故障原因的范围比标准答案中的故障原因范围要小，因此按评分标准，模型回答中的故障原因与标准回答中出现的某个故障现象产生的原因没有关联性，则得0分。所以最终通过评分标准后检查得分为0分，评分结束，不再往下检查标准，输出得分：0分。
"故障现象：某配套FANUC0T系统的数控车床，在自动运行过程中，发现机床进给与编程值不符，且调节进给倍率开关无法改变进给速度。
","分析及处理过程：由于机床在手动方式、回参考点方式下工作正常，故可以基本排除系统与驱动系统的故障。引起进给与编程值不符，且调节进给倍率开关无法改变的原因有以下几种：
€机床参数设定错误。
""进给倍率开关连接不良。
€机床“程序控制”方式选择不当。
检查系统与进给速度有关的参数设定正确；利用诊断页面检查进给倍率开关信号正确。因此故障原因应与机床“程序控制”方式选择不当有关。
进一步利用诊断页面，检查机床的程序控制信号，发现CRT上的“DRY”显示始终存在，系统的“试运行”输入信号始终为“1”，导致了系统将程序指令中的F代码忽略，机床始终以“试运行”速度运行。取消“试运行”信号后，机床恢复正常。
注意：在正常情况下，“试运行”一般都设置有指示灯，CRT亦显示“DRY”状态，以提示操作者注意。但在本机床上由于指示灯损坏，操作者未注意CRT上的“DRY”显示，造成了简单的故障不能得到及时解决。","故障现象: 故障现象：某配套FANUC0T系统的数控车床，在自动运行过程中，发现机床进给与编程值不符，且调节进给倍率开关无法改变进给速度。
分析过程: 分析及处理过程：由于机床在手动方式、回参考点方式下工作正常，故可以基本排除系统与驱动系统的故障。引起进给与编程值不符，且调节进给倍率开关无法改变的原因有以下几种：
€机床参数设定错误。
进给倍率开关连接不良。
€机床“程序控制”方式选择不当。
检查系统与进给速度有关的参数设定正确；利用诊断页面检查进给倍率开关信号正确。因此故障原因应与机床“程序控制”方式选择不当有关。
进一步利用诊断页面，检查机床的程序控制信号，发现CRT上的“DRY”显示始终存在，系统的“试运行”输入信号始终为“1”，导致了系统将程序指令中的F代码忽略，机床始终以“试运行”速度运行。取消“试运行”信号后，机床恢复正常。
注意：在正常情况下，“试运行”一般都设置有指示灯，CRT亦显示“DRY”状态，以提示操作者注意。但在本机床上由于指示灯损坏，操作者未注意CRT上的“DRY”显示，造成了简单的故障不能得到及时解决。",该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是取消“试运行”信号后，机床恢复正常，而模型回答中的解决方案：取消“试运行”信号后，机床恢复正常。两者和标准回答中的解决方案基本一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套FANUC0–TD系统的数控车床，在JOG方式下，按下X轴方向键时，坐标轴不运动，但松开X轴方向键后，X轴却开始运动。
",分析及处理过程：由于系统无报警，初步判定CNC及伺服驱动系统均无故障，根据,分析及处理过程：由于系统无报警，初步判定CNC及伺服驱动系统均无故障，根据,该例按评分标准2进行评分：检查标准：由于标准回答和模型回答完全一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，虽然匹配最终故障原因，但给出的解决方案未匹配，因此需要扣1分，输出得分：9分。
"故障现象：某配套FANUCOTMATE系统的数控车床，在加工过程中，经常出现伺服电动机过热报警。
","分析及处理过程：本机床伺服驱动器采用的是FANUCS系列伺服驱动器，当报警时，触摸伺服电动机温度在正常的范围，实际电动机无过热现象。所以引起故障的原因应是伺服驱动器的温度检测电路故障或是过热检测热敏电阻的不良。
通过短按伺服电动机的过热检测热敏电阻触点，再次开机进行加工试验，经长时间运行，故障消失，证明电动机过热是由于过热检测热敏电阻不良引起的，在无替换元件的条件下，可以暂时将其触点短接，使其系统正常工作。","伺服驱动器的温度检测电路故障或是过热检测热敏电阻的不良故障现象: 故障现象：某配套FANUCOTMATE系统的数控车床，在加工过程中，经常出现伺服电动机过热报警。
分析过程: 分析及处理过程：本机床伺服驱动器采用的是FANUCS系列伺服驱动器，当报警时，触摸伺服电动机温度在正常的范围，实际电动机无过热现象。所以引起故障的原因应是伺服驱动器的温度检测电路故障或是过热检测热敏电阻的不良。",该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是短按伺服电动机的过热检测热敏电阻触点，再次开机进行加工试验，经长时间运行，故障消失，证明电动机过热是由于过热检测热敏电阻不良引起的，在无替换元件的条件下，可以暂时将其触点短接，使其系统正常工作，而模型回答中的解决方案：可以暂时将其触点短接，使其系统正常工作。两者和标准回答中的解决方案基本一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套JEMENs810M的立式加工中心，在采用的系统由软件版本1223
改为1232后，在设定同样的参数后，发现机床软件限位无效。
","分析及处理过程：原因同上，问题是由于系统软件版本更改引起的。在810M中对于不同的版本，加工区域限制设定参数的格式如下：
版本1223：加工区域限制设定参数的单位为?m；因此对于位置值，如–200mm应输入–200000。
版本1232：加工区域限制设定参数的单位为mm，因此对于位置值，如–200nun应输入–200。
更改以上参数后，机床恢复正常。",分析及处理过程原因同上，问题是由于系统软件版本更改引起的。在810M中对于不同的版本，加工区域限制设定参数的格式如下：版本1223：加工区域限制设定参数的单位为?m；因此对于位置值，如–200mm应输入–200000。版本1232：加工区域限制设定参数的单位为mm，因此对于位置值，如–200nun应输入–200。更改以上参数后，机床恢复正常。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是更改加工区域限制设定参数，而模型回答中的解决方案也是更改加工区域限制设定参数，两者基本一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某采用YASKA;J50M的加工中心，配套2H伺服驱动器，在开机调试时，系统出现ALM361~ALM363报警。
","分析及处理过程：YASKA;J50M系统出现ALM361~ALM363报警的含义是“X、Y、Z轴位置编码器错误”。
此故障产生的原因较多，可能是编码器不良，驱动器与CNC的连接不良，CNC的参数设定错误等等。
经检查，该机床驱动器与CNC的连接正确，单独工作伺服驱动器动作正常，CNC参数设定无误，而且X、Y、Z轴亦不可能同时出现编码器或驱动器的同一故障，从而排除以上原因。
进一步分析故障可能的原因，并参照YASKA;公司同类系统的使用说明书的维修

说明，发现故障可能的原因与伺服驱动器的“零速电平”设定参数Cn–OB的设定值有关，检查驱动器的参数设定，发现此值均为“0”。更改此参数，设定为20后，故障排除，机床恢复正常工作。",原因和解决方式如下：故障原因：编码器或驱动器的同一故障。解决方式：需要维修编码器和驱动器。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有编码器不良，驱动器与CNC的连接不良，CNC的参数设定错误。而模型回答中的故障原因：编码器或驱动器的同一故障，与标准答案中的编码器不良，驱动器与CNC的连接不良有差异，二者并未提及相同的故障原因，因此按评分标准，模型回答中的故障原因没能和标准回答中出现的某个故障现象产生的原因有一定关联性，则不能得到基础分5分，评分结束，直接输出得分：0分。
故障现象：某配套SIEMENS3M的加工中心，在使用过程中经常无规律地出现“死机”、系统无法正常起动等故障。机床故障后，进行重新开机，又可以恢复正常工作。,分析及处理过程机床,分析及处理过程故障分析过程同上例，故障属于“软故障”，发生故障的原因主要来自于系统外部的电磁干扰或外部电源干扰等。,该例按评分标准2进行评分：检查标准：由于最终原因是外部的电磁干扰或外部电源干扰，而模型回答中的故障原因有与标准回答一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，虽然匹配最终故障原因，但给出的解决方案未匹配，因此需要扣1分，输出得分：9分。
"故障现象：某配套FAGOR8030的立式加工中心，在回参考点时出现参考点位置不稳定，参考点定位精度差的故障。
","分析及处理过程：经检查该机床在手动方式下工作正常，参考点减速速度、位置环

增益设置正确，测量编码器+5V电压正常，回参考点的动作过程正确。因此，可以初步判定故障是由于编码器零位脉冲受到干扰而引起的。
进一步检查发现，该轴编码器连接电缆的屏蔽线脱落，重新连接后，参考点定位恢复稳定，定位精度达到原机床要求。",分析及处理过程：经检查该机床在手动方式下工作正常，参考点减速速度、位置环增益设置正确，测量编码器+5V电压正常，回参考点的动作过程正确。因此，可以初步判定故障是由于编码器零位脉冲受到干扰而引起的。进一步检查发现，该轴编码器连接电缆的屏蔽线脱落，重新连接后，参考点定位恢复稳定，定位精度达到原机床要求。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是编码器连接电缆的屏蔽线脱落，重新连接后，参考点定位恢复稳定，定位精度达到原机床要求，而模型回答中的解决方案是编码器连接电缆的屏蔽线脱落，重新连接后，参考点定位恢复稳定，定位精度达到原机床要求，和标准回答中的解决方案完全一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套SIEMENS810M的数控机床，在回参考点时发现。机床在参考点位置停止后，“未到位”灯不熄灭，机床无法进行下一步操作；机床关机后，又可手动操作，回参考点后上述现象又出现。
","分析及处理过程：分析过程同上例。通过机床的诊断功能［DIAGNOS］，在轴诊断
［SERVICEAXIS］页面下对系统各坐标轴的“位置跟随误差”进行了检查，发现机床Z轴的跟踪误差超过了定位精度的允许范围。由于SIEMENS810系统可以进行自动漂移补偿，其操作方法如下：
1）按系统软功能键［DIAGNOS］，并进行系统软功能键扩展。
2）按系统软功能键［NC–MD］。
3）按系统软功能键［XIS–MD］。
4）调整光标，定位于参数NC–MD2722。
5）接操作面板上的程序编辑“修改”键，系统对Z轴进行自动漂移补偿。经自动漂移补偿，使“位置跟随误差”的值接近“0”后，机床恢复正常工作。例150.不能回参考点的故障维修
",原因：系统的自检出错。解决方案：按住系统面板上的诊断键（有“眼睛”标记的键），接通电源起动系统。,该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因是Z轴的跟踪误差超过了定位精度的允许范围，而模型回答中的故障原因是系统的自检出错，二者没有明显关联性，因此按评分标准，模型回答没有某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性，则基础分不能得到，所以最终得分为0分，评分结束，不再往下检查标准，输出得分：0分。
"故障现象：某配套YASKA+J50L的数控磨床，开机时系统电源接通，但伺服驱动主电源无法正常接通。
","分析及处理过程经检查，该机床的系统电源单元AC200V输入电压正常，但按系统操作面板上的ON/OFF按钮，无法接通系统电源。
对照机床电气原理图，发现该机床的电源ON/OFF线路设计较完善，经简化后的
CNC电源控制回路如图4–8、图4–9所示。图中各元器件的作用如下：
1）SQ1–1、SQ1–2为机床工作台超程限位开关。
2）QF1、QF2、QF3分别为机床的伺服上回路、液压电动机、主轴系统过载保护开关。
3）SA1为机床工作台超程限位取消开关。
4）KM4为伺服主回路接触器。

由图可见，该机床同时使用了内部/外部电源ON/OFF控制，而且通过时间继电器KT1的延时动作，自动实现了系统原来所需要的二次按CNCON的动作。根据原理图可知，其电源接通动作步骤如下：
1）在图4–8中，按下操作面板的内部CNCON按钮，系统电源单元的输出信号NC-MX使中间继电器KA10接通。
2）在图4–9中，KA10触点使时间继电器KT1接通，并进行延时。
3）KT1的延时时间到，延时触点接通，使得中间继电器KA1接通。
4）KA1常开触点又接通了图4–8中的电源单元的外部CNCON信号TON。

5）由于电源单元的外部CNCON被接通，相当于系统加入了第二次CNCON信号，从而使得系统电源单元的输出信号SVMX接通KA11。
6）KA11的常闭触点断开图4–9中的中间继电器KA1，电源单元的外部CNCON信号被TON断开，使图4–8中与TON连接的常开触点KA1实际上起到了按钮的作用。
7）在图4–9中，KA11的常开触点同时接通接触器KM4，伺服驱动器主回路接通。
8）接触器KM4的常闭触点断开时间继电器KT，完成电源加入动作。
9）在机床工作台超程时，在图4–9中，KA12失电，通过KA12的常开触点，使图4–
8中的急停输入信号*TESP、外部电源OFF信号TOFF同时断开，切断系统电源与伺服回路电源输入。
从以上分析可知，本机床在按下系统操作面板CNCON按钮后，系统电源正常加入，但伺服主回路未得电，因此故障原因在第二次加入CNCON信号回路上。为了验证，维修时在系统接通后，若再次按下系统操作面板CNCON按钮，伺服主回路被接通，由此确认，机床故障原因在第二次加入CNCON信号控制回路上。
进一步检查发现，该机床的时间继电器损坏，更换时间继电器后，机床恢复正常。例24.外部互锁引起的故障维修
","故障分析过程：1）系统电源单元AC200V输入电压正常，但按系统操作面板上的ON/OFF按钮，无法接通系统电源。
根据上例同样的分析，可以初步判定故障原因在系统内部的ON/OFF控制回路。进一步检查发现，该机床操作面板上的NCOFF按钮连接插头脱落，重新连接后，故障排除，系统电源正常起动。
2）通过原理图分析系统电源加入通电起动步骤如下：按下操作面板的内部CNCON按钮，系统电源单元的输出信号NC-MX使中间继电器KA10接通。
在图4–8中，KA10触点使时间继电器KT1接通，并进行延时。
KT1的延时时间到，延时触点接通，使得中间继电器KA1接通。在图4–9中，KA10的常闭触点接通了图4–8中的电源单元的外部CNCON信号TON。
由于电源单元的外部CNCON被接通，相当于系统加入了第二次CNCON信号，从而使得系统电源单元的输出信号SVMX接通KA11。
KA11的常闭触点断开图4–9中的中间继电器KA1，电源单元的外部CNCON信号被TON断开，使图4–8中与TON连接的常开触点KA1实际上起到了按钮的作用。
在图4–9中，KA11的常开触点同时接通接触器KM4，伺服驱动器主回路接通。
接触器KM4的常闭触点断开时间继电器KT，完成电源加入动作。
故障维修过程：1）在图4–8中，按下操作面板的内部CNCON按钮，系统电源单元的输出信号NC-MX使中间继电器KA10接通。
2）在图4–9中，KA10触点使时间继电器KT1接通，并进行延时。
KT1的延时时间到，延时触点接通，使得中间继电器KA1接通。
3）逐一检查以上元器件，发现输入单元的F3已经熔断，其他元器件均无故障。
更换F3后开机试验，机床随即恢复正常，证明故障是偶然性的过电流引起的。",该例按评分标准3进行评分：检查评分标准，标准回答中的故障原因有时间继电器损坏。而模型回答中的第三个原因：偶然性的过电流引起提到了熔断，与标准答案中的时间继电器损坏有关联，因为模型回答虽未提及具体的熔断部件，但也未随便给出一个和标准回答不同的错误熔断部件，而且从故障范围来看，前者的范围包含了后者，由此可知二者存在关联性，因此按评分标准，模型回答中的某1条故障原因能和标准回答中出现的某个故障现象产生的原因有一定关联性的条件，则先得到基础分5分；继续检查发现模型回答的第三个原因中提到了熔断，标准问答中是时间继电器损坏，虽然熔断的具体部件不同，但是二者都提到了是输入单元这一部分发生熔断，从更大范围来说二者的说法具有一定关联性，因此按评分标准，模型回答中还有1个故障原因与标准问答某个故障现象产生的原因有关联，所以需要在基础分上加1分，通过加分运算5+1=6。继续检查，没有发现还有其他能关联的故障原因，所以不再继续加分，最终通过评分标准后检查得分为6分，评分结束，不再往下检查标准，输出得分：6分。
"故障现象：一台配套FANUCOM的二手数控铣床，采用FANUCS系列三轴一体型伺服驱动器，开机后，X、Y轴工作正常，但手动移动Z轴，发现在较小的范围内，Z轴可以运动，但继续移动Z轴，系统出现伺服报警。
",分析及处理过程：根据,可能的原因和解决方案：1故障原因：Z轴电动机与编码器的连接断线。处理方法：检查、重接Z轴电动机与编码器的连接。2故障原因：Z轴电动机的编码器不良。处理方法：更换Z轴电动机的编码器。3故障原因：Z轴电动机的电动机主回路的熔断器（FU1）熔断。处理方法：根据编码器的规格以及主回路的电压选择对应的熔断器，然后分别测量电动机的编码器主回路的U相的主回路的U相的相间电阻、相间电阻、相间电阻。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是检查、重接Z轴电动机与编码器的连接，更换Z轴电动机的编码器，更换Z轴电动机的编码器，而模型回答中的解决方案：1.检查、重接Z轴电动机与编码器的连接。2.更换电动机主回路的熔断器。3.测量电动机的编码器主回路的相间电阻。三者和标准回答中的解决方案完全一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：一台车床，配置FANUC10T系统，CRT无显示，主板上报警指示“B”，系统“AATCHDOG”灯亮。
",分析及处理过程经检查，并通过互换处理确认，本机床的故障原因是主板存在故障。经更换主板（A16B–1010–0041），并对系统进行初始化处理，重新输入NC参数、PC参数后，机床即恢复正常工作。,分析及处理过程经检查，并通过互换处理确认，本机床的故障原因是主板存在故障。经更换主板（A16B–1010–0041），并对系统进行初始化处理，重新输入NC参数、PC参数后，机床即恢复正常工作。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是更换主板，并对系统进行初始化处理，重新输入NC参数、PC参数，而模型回答中的解决方案也是更换主板，并对系统进行初始化处理，重新输入NC参数、PC参数，两者完全一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套FANUC6M系统的进口立式加工中心，在自动加上达程

中，出现ALM402、ALM403、ALM441报警。
","分析及处理过程：FANUC6M出现以上报警的含义如下：
ALM401：附加轴（第4轴）速度控制单元过载报警。
ALM403：第4轴速度控制单元未准备好报警。
ALM44：第4轴位置跟随误差超过报警。
由于该机床的第4轴（A轴）为数控转台，根据报警的含义，检查A轴速度控制单元及伺服电动机，发现该轴伺服电动机表面温度明显过高，证明A轴事实上在在过载。
为了分清故障部位，在回转台上攻下了伺服电动机，旋转A轴蜗秆，发现蜗杆已被完全夹紧。考虑到该轴有液压夹紧机构，在松开A轴液压夹紧机构后再试验，但蜗杆仍无法转动，由此确认故障是由于A轴机械负载过重引起的。
打开A轴转台检查，发现转台内部的夹紧装置及检测开关位置调节不当，使A轴在松开状态下，仍然无法转动；重新调整转台夹紧装置及检测开关后，再次试验，报警消失，机床恢复正常。",原因、解决方案和排查手段：由于本机床的A轴为数控转台，根据报警的含义，检查A轴速度控制单元及伺服电动机，发现该轴伺服电动机表面温度明显过高，证明A轴事实上在在过载。检查上倒中的齿牙盘回转工作台，发现转台内部的夹紧装置及检测开关位置调节不当，使A轴在松开状态下，仍然无法转动；重新调整转台夹紧装置及检测开关后，再次试验，报警消失，机床恢复正常。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是打开A轴转台检查，发现转台内部的夹紧装置及检测开关位置调节不当，使A轴在松开状态下，仍然无法转动；重新调整转台夹紧装置及检测开关后，再次试验，报警消失，机床恢复正常。而模型回答中的解决方案是检查上倒中的齿牙盘回转工作台，发现转台内部的夹紧装置及检测开关位置调节不当，使A轴在松开状态下，仍然无法转动；重新调整转台夹紧装置及检测开关后，再次试验，报警消失，机床恢复正常。两者在解决方案上是基本一致的，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套GE2000系统的数控车床，在自动加工过程中，突然停电；重新起动机床，系统无法起动。
","分析及处理过程经测量检查，该机床故障是GE2000系统的电源模块中的+5.5V
辅助控制电压不良引起的。

根据测绘的原理图分析，故障原因是由于电源模块上的集电稳压电路A（I良引起的，更换LM317后机床恢复正常工作。",故障原因：电源模块上的+5.5V辅助控制电压不良引起的。解决方案：更换LM317后机床恢复正常工作。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是更换LM317，而模型回答中的解决方案也是更换LM317，两者基本一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某采用YASKA.J50M的加工中心，配套2H伺服驱动器，在机床加工过程中，系统出ALM363报警。
","分析及处理过程：YASKA.J50M系统出现ALM363报警的含义是“Z轴位置编码器错误”。
故障原因以及分析过程同上例。
经检查，该机床驱动器与CNC的连接正确，CNC参数设定无误，但在本机床中，利用驱动器调试用手持操纵盒控制单独工作伺服驱动器时，Z仍无法正常工作。
由于机床故障在加工过程中出现，故分析故障可能的原因应与伺服驱动器本身不良有关。
通过互换X、Z轴驱动器控制板试验，发现故障转移到了X轴，由此确认故障原因是驱动器本身的控制板不良引起的。
更换驱动器控制板，故障排除，机床恢复正常。",故障原因以及分析过程同上例。经检查，该机床驱动器与CNC的连接正确，CNC参数设定无误，但在本机床中，利用驱动器调试用手持操纵盒控制单独工作伺服驱动器时，Z仍无法正常工作。由于机床故障在加工过程中出现，故分析故障可能的原因应与伺服驱动器本身不良有关。通过互换X、Z轴驱动器控制板试验，发现故障转移到了X轴，由此确认故障原因是驱动器本身的控制板不良引起的。更换驱动器控制板，故障排除，机床恢复正常。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是更换驱动器控制板，而模型回答中的解决方案也是更换驱动器控制板，两者完全一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
"故障现象：某配套FANUC11M系统的卧式加工中心，在X轴回参考点时，
CNC显示PS200报警。
","分析及处理过程：检查该机床回参考点减速动作正确，系统与回参考点有关的全部参数设定无误，因此，初步判定故障是由于“零脉冲”不良引起的。
分析实际机床，该机床采用的是全闭环结构，测量系统使用的是Heidenhain公司生产的光栅尺。为了尽快确定故障部位，维修时将X、Y的光栅尺前置放大器（EXE601）进行了互换。开机试验，X轴回参考点正常，由此确认故障是由于光栅尺前置放大器EXE601不良引起的；拆下EXE601进行修复后，机床恢复正常工作（有关Heidenhain光栅尺的原理与维修，可以参见本书第6章第6.4.5节的有关内容）。",分析及处理过程：检查该机床回参考点减速动作正确，系统与回参考点有关的全部参数设定无误，因此，初步判定故障是由于“零脉冲”不良引起的。分析实际机床，该机床采用的是全闭环结构，测量系统使用的是Heidenhain公司生产的光栅尺。为了尽快确定故障部位，维修时将X、Y的光栅尺前置放大器（EXE601）进行了互换。开机试验，X轴回参考点正常，由此确认故障是由于光栅尺前置放大器EXE601不良引起的；拆下EXE601进行修复后，机床恢复正常工作（有关Heidenhain光栅尺的原理与维修，可以参见本书第6章第6.4.5节的有关内容）。,该例按评分标准1进行评分：检查标准：由于标准回答中给出的解决方案是拆下EXE601进行修复后，机床恢复正常工作，而模型回答中的解决方案也是拆下EXE601进行修复后，机床恢复正常工作，两者和标准回答中的解决方案基本一致，因此判断结果为正确，判断到此结束，最后输出判断结果：正确。由于判断正确，评分结束，不再往下检查标准，输出得分：10分。
